Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Output
105,240,117,115,196,98,106,78,1
113,236,106,123,212,93,103,72,1
113,228,107,119,203,80,95,86,1
104,228,116,137,240,85,111,84,1
98,247,127,131,238,73,109,87,1
97,252,117,132,240,79,125,82,1
96,239,112,116,215,78,125,78,1
107,248,95,119,223,78,129,66,1
106,243,84,94,187,72,117,66,1
110,260,69,102,188,80,133,72,1
112,241,89,127,208,82,123,74,1
126,284,92,140,239,83,133,79,1
117,273,94,172,261,81,131,74,1
143,356,95,201,317,78,143,75,1
142,353,108,200,332,77,125,66,1
145,377,96,185,329,70,113,61,1
133,359,107,182,310,65,106,63,1
135,398,127,171,305,75,113,69,1
128,362,158,139,236,82,100,72,1
131,347,158,131,204,85,104,73,1
126,324,160,136,238,91,107,72,1
124,328,149,142,261,98,125,69,1
138,299,145,147,256,105,121,70,1
119,260,112,158,251,103,121,65,1
112,257,104,163,278,109,114,63,1
108,320,109,186,237,108,138,66,1
112,298,126,186,238,107,125,63,1
82,302,123,199,225,89,123,54,1
87,302,133,229,243,89,140,61,1
93,341,140,240,242,78,156,63,1
107,284,150,224,269,89,146,63,1
107,308,146,240,260,95,158,62,1
121,298,144,234,332,102,165,77,1
121,333,140,243,400,100,156,70,1
134,350,144,248,407,130,154,77,1
133,354,135,253,410,124,152,81,1
145,394,155,248,424,127,138,90,1
163,427,174,250,411,135,148,87,1
199,470,189,219,365,137,168,115,1
210,543,196,201,356,118,198,121,1
213,566,196,212,435,123,256,124,1
215,612,213,220,434,118,304,134,1
204,590,217,324,430,112,312,141,1
173,548,208,325,460,116,307,123,1
161,503,232,372,482,108,303,123,1
163,508,235,380,449,100,264,124,1
160,440,214,380,461,99,218,125,1
182,496,215,294,431,100,236,119,1
177,513,230,289,434,95,228,121,1
205,541,208,304,418,94,208,120,1
211,518,208,310,429,127,210,117,1
206,493,199,325,460,134,197,97,1
209,553,187,342,570,141,160,103,1
209,536,175,415,587,150,171,107,1
174,446,166,394,598,155,178,99,1
214,476,166,394,554,140,178,108,1
220,520,189,373,516,128,195,110,1
249,511,232,428,489,138,192,133,1
266,514,233,369,462,137,186,128,1
269,545,237,342,525,131,190,131,1
233,519,236,325,559,128,171,124,1
231,511,219,356,631,146,175,134,1
195,396,170,264,598,128,181,102,1
213,462,200,318,603,138,197,115,1
231,479,197,367,611,148,201,123,1
233,499,210,420,619,145,208,133,1
263,529,229,492,590,140,194,128,1
276,577,239,544,635,155,181,132,1
256,548,214,524,664,145,156,132,1
289,630,207,496,608,144,137,133,1
301,633,191,491,646,150,152,128,1
278,606,174,482,660,143,166,129,1
262,602,171,452,623,129,180,139,1
268,618,181,505,651,144,208,133,1
225,542,184,542,751,144,238,132,1
240,599,177,594,739,142,226,142,1
244,597,187,598,729,155,220,145,1
236,568,171,607,737,162,218,137,1
256,579,190,632,703,168,209,148,1
247,583,202,634,660,177,208,148,1
214,508,229,620,683,186,234,149,1
205,536,217,575,705,184,233,150,1
211,547,244,589,703,178,256,151,1
174,511,224,553,733,184,266,144,1
199,548,219,588,711,184,246,134,1
234,625,244,561,748,176,228,138,1
248,616,266,605,819,185,230,130,1
252,613,262,577,820,198,203,128,1
271,656,281,552,781,214,194,117,1
267,579,282,527,759,210,192,120,1
242,579,263,493,719,207,179,108,1
222,576,261,472,632,193,181,111,1
232,589,260,513,728,194,169,112,1
202,554,236,493,747,155,160,110,1
187,564,235,457,735,162,172,110,1
231,580,244,526,719,171,193,120,1
254,587,233,511,665,184,200,125,1
234,569,208,475,534,170,200,116,1
245,559,207,492,539,173,211,125,1
264,570,225,537,556,186,206,129,1
235,475,186,502,523,187,193,111,1
217,448,199,533,521,169,186,98,1
231,458,211,516,494,165,190,99,1
220,435,217,493,434,156,164,90,1
195,436,207,499,499,132,160,79,1
205,508,234,452,488,116,148,89,1
208,516,226,353,485,130,134,89,1
186,483,212,353,540,131,120,89,1
190,491,201,344,539,131,120,100,1
177,476,197,218,449,116,101,99,1
147,380,166,241,427,110,125,95,1
125,349,167,287,423,97,123,93,1
129,369,172,283,351,115,153,91,1
129,358,177,287,309,117,163,81,1
139,410,192,314,315,118,175,80,1
147,429,197,303,310,118,162,84,1
163,425,182,283,302,122,160,91,1
154,400,187,259,288,94,131,90,1
158,400,183,258,303,90,118,87,1
147,339,170,209,311,93,110,91,1
150,333,157,195,290,102,122,90,1
147,356,169,251,325,95,134,93,1
152,362,162,267,321,105,140,100,1
148,392,170,267,350,104,145,109,1
153,399,149,315,326,102,134,103,1
147,397,152,310,336,123,134,102,1
159,397,145,249,374,139,154,104,1
168,419,146,276,415,138,151,97,1
206,412,142,276,399,137,150,97,1
232,462,140,261,400,146,160,108,1
228,441,145,286,410,123,158,109,1
212,450,132,293,360,104,138,98,1
207,462,145,342,331,111,147,100,1
175,491,153,362,317,113,154,91,1
151,461,155,332,323,97,155,89,1
158,503,177,354,404,106,157,89,1
149,475,194,372,410,109,157,91,1
151,447,189,302,403,105,158,93,1
146,406,177,305,431,105,171,90,1
133,394,178,340,434,119,182,91,1
126,358,162,301,356,114,172,78,1
153,399,146,265,363,114,167,81,1
145,402,141,272,354,113,181,80,1
155,416,146,245,325,115,173,90,1
192,433,144,191,358,104,155,96,1
194,435,147,185,350,98,157,102,1
192,430,140,210,339,99,161,101,1
205,429,153,201,353,93,147,109,1
193,387,148,221,394,93,139,105,1
150,344,147,213,346,105,137,89,1
151,381,142,209,343,103,142,87,1
151,361,145,219,350,95,133,81,1
183,437,151,259,392,91,114,68,1
203,475,162,241,397,96,113,78,1
210,466,157,266,442,80,126,94,1
226,467,176,269,458,86,130,101,1
229,496,186,271,466,95,136,112,1
191,442,168,229,430,103,164,124,1
206,494,168,231,392,112,176,126,1
204,563,182,210,361,109,176,122,1
186,539,163,226,389,114,175,119,1
179,534,147,232,434,120,205,126,1
187,557,154,226,466,126,194,114,1
184,603,153,258,497,119,188,100,1
222,602,160,280,573,130,182,98,1
225,610,156,285,559,124,190,95,1
252,610,192,316,513,119,185,84,1
250,584,188,325,488,115,184,88,1
224,477,180,349,454,119,179,89,1
184,403,173,361,381,110,175,87,1
173,368,185,364,397,119,169,96,1
114,300,155,353,435,126,154,93,1
105,295,151,355,423,149,169,93,1
120,305,192,332,427,140,172,95,1
146,360,192,301,413,145,172,91,1
156,394,186,277,391,144,170,85,1
162,417,206,262,372,140,156,86,1
164,403,211,252,376,115,151,83,1
152,394,183,222,369,108,142,77,1
131,382,176,236,339,113,159,74,1
148,351,164,248,341,121,216,70,1
154,386,141,236,294,114,219,71,1
155,391,133,270,305,119,205,74,1
149,363,122,264,308,130,214,80,1
145,335,124,266,367,125,212,87,1
124,361,133,293,344,104,146,84,1
115,312,115,277,347,103,139,85,1
127,326,119,244,380,101,142,82,1
144,374,128,260,405,95,131,85,1
153,376,120,243,351,86,118,87,1
153,355,114,206,357,98,123,88,1
142,330,131,206,347,102,154,80,1
135,341,130,200,287,94,166,91,1
121,290,122,177,293,118,176,86,1
108,252,122,164,327,122,171,80,1
145,320,120,158,335,116,178,96,1
169,391,124,169,415,118,156,95,1
185,437,152,201,431,121,143,87,1
191,442,145,215,434,89,124,91,1
204,475,172,216,402,97,128,93,1
194,485,206,246,469,100,113,76,1
175,432,219,236,412,95,114,80,1
160,381,214,216,396,97,128,86,1
172,397,220,200,376,106,130,83,1
164,399,217,215,408,105,138,85,1
157,330,195,181,359,103,148,92,1
159,333,171,172,367,100,159,90,1
183,414,151,206,402,104,164,91,1
174,407,152,216,414,133,170,95,1
195,415,145,215,405,129,175,100,1
194,439,131,215,375,133,179,93,1
196,465,132,230,431,142,161,94,1
174,381,137,189,405,134,153,94,1
184,376,131,253,385,107,149,94,1
162,347,112,249,358,109,140,95,1
153,342,109,252,370,115,139,102,1
150,330,109,268,333,118,157,101,1
168,375,120,306,369,124,156,92,1
148,375,129,255,386,120,150,90,1
153,409,130,263,418,115,155,82,1
166,453,146,256,423,104,146,71,1
165,433,166,268,513,105,136,70,1
163,403,155,262,496,129,145,70,1
163,405,144,250,479,131,149,69,1
150,396,151,237,466,136,136,68,1
132,339,137,266,472,134,143,71,1
145,425,156,231,354,129,140,70,1
130,450,170,200,337,104,121,73,1
132,442,173,234,327,97,129,72,1
128,400,171,246,379,108,129,80,1
134,414,181,217,428,112,120,81,1
116,363,165,216,402,109,119,82,1
108,327,154,224,422,105,116,86,1
122,357,152,201,443,112,126,88,1
136,406,153,222,414,111,139,84,1
68,94,239,72,28,46,51,34,2
71,112,241,68,28,26,48,33,2
72,110,209,62,28,51,56,34,2
74,134,203,59,29,53,60,34,2
62,157,257,57,31,55,75,39,2
64,165,228,52,31,55,67,42,2
64,162,227,51,31,56,68,43,2
68,164,239,56,31,34,62,43,2
64,145,240,61,32,50,65,44,2
65,124,195,61,28,48,53,39,2
70,122,210,62,28,49,54,37,2
72,105,213,61,27,52,55,38,2
73,103,200,57,27,53,56,37,2
81,130,195,56,28,36,53,38,2
87,149,204,56,29,37,51,39,2
79,139,204,70,31,48,54,38,2
81,140,210,71,34,50,56,38,2
81,162,306,72,33,48,57,40,2
72,155,445,77,34,47,52,36,2
61,136,490,81,34,46,55,36,2
69,149,513,77,34,31,54,39,2
68,153,529,76,32,23,52,38,2
84,150,481,78,38,25,52,40,2
98,163,453,81,41,26,53,43,2
96,161,435,79,40,29,58,41,2
97,176,422,86,39,47,58,39,2
99,179,422,101,40,50,59,41,2
85,165,463,101,37,50,59,40,2
67,143,374,97,34,49,70,41,2
73,146,340,94,33,49,60,42,2
74,121,316,80,34,36,62,42,2
68,140,367,67,35,51,59,41,2
73,150,329,71,38,54,59,39,2
75,151,352,73,36,55,48,36,2
76,157,395,73,36,55,51,38,2
71,152,408,76,35,53,47,41,2
71,128,387,80,37,48,49,42,2
62,115,383,77,31,47,47,42,2
72,143,381,70,30,48,46,42,2
82,140,341,71,31,47,53,43,2
79,140,322,71,32,49,56,40,2
81,150,278,66,29,37,54,39,2
87,146,326,80,34,37,54,43,2
82,117,321,85,36,49,57,49,2
72,121,296,83,36,50,42,46,2
70,122,284,80,35,49,39,47,2
67,111,310,77,36,49,39,46,2
59,109,292,60,32,47,45,41,2
57,101,278,55,30,33,51,35,2
55,87,298,58,31,48,60,38,2
55,95,326,68,27,48,60,35,2
65,115,377,73,25,48,62,35,2
75,130,372,78,26,47,61,37,2
73,131,385,77,25,47,61,35,2
71,130,402,79,25,29,54,35,2
79,134,396,72,29,28,57,35,2
84,130,359,68,31,42,56,40,2
76,122,352,63,32,52,54,41,2
78,123,346,66,35,56,52,40,2
78,119,333,61,35,56,56,38,2
74,129,348,69,35,56,53,39,2
60,120,325,77,35,49,51,33,2
64,116,306,78,32,37,63,30,2
68,116,349,79,31,32,55,41,2
69,146,386,83,33,57,56,42,2
64,129,368,78,32,57,58,41,2
65,134,373,81,31,57,57,41,2
62,142,386,79,32,56,46,39,2
67,144,339,79,32,56,50,34,2
66,115,276,76,29,30,44,35,2
69,120,280,79,30,40,43,35,2
74,137,247,70,31,49,82,50,2
81,138,210,69,30,50,83,54,2
74,157,248,67,29,50,82,52,2
72,160,250,61,31,51,83,52,2
75,151,270,54,30,43,84,54,2
81,136,259,44,27,31,56,42,2
79,131,258,40,27,26,49,37,2
81,122,227,45,30,27,50,38,2
82,121,221,59,30,28,50,37,2
90,136,193,72,33,29,48,39,2
84,145,235,86,35,31,39,38,2
82,145,285,89,36,31,37,37,2
91,141,288,86,34,31,48,36,2
92,148,302,79,31,28,49,39,2
81,145,328,67,30,27,49,37,2
85,136,318,51,29,26,48,41,2
83,144,292,58,29,26,52,42,2
72,148,312,56,28,25,53,41,2
73,141,313,58,30,25,53,40,2
88,147,281,69,27,22,53,42,2
80,154,263,69,30,23,56,37,2
78,146,269,72,28,35,56,37,2
73,135,267,74,29,48,61,38,2
70,129,268,78,27,49,61,35,2
45,115,282,71,29,50,60,32,2
51,99,295,70,26,50,57,31,2
67,90,282,65,27,43,56,33,2
69,86,276,62,27,27,38,31,2
76,102,254,60,30,29,44,36,2
77,103,267,64,31,50,51,33,2
89,108,246,64,31,51,56,41,2
79,110,243,65,31,51,55,40,2
78,125,298,70,31,52,57,41,2
74,128,328,82,31,50,50,40,2
78,148,318,79,30,29,58,44,2
64,146,325,81,29,26,55,36,2
86,212,337,78,30,26,56,42,2
89,208,313,82,31,52,65,47,2
95,214,354,67,30,54,66,47,2
96,203,344,71,35,56,53,48,2
94,213,407,84,38,57,55,49,2
80,155,398,82,39,57,56,47,2
76,153,367,76,39,36,46,40,2
75,141,314,78,40,32,43,43,2
74,151,383,76,40,55,52,46,2
74,134,339,61,37,55,49,46,2
75,134,367,65,36,57,61,44,2
73,137,405,68,36,57,60,43,2
64,142,396,70,34,58,61,40,2
65,135,326,91,41,41,55,35,2
74,135,331,91,44,54,57,37,2
65,127,338,88,42,55,42,37,2
70,129,334,85,42,55,40,41,2
90,139,371,86,42,55,38,42,2
88,136,385,69,29,50,37,42,2
90,135,364,67,29,55,44,48,2
91,148,329,76,32,54,42,47,2
92,155,288,77,33,54,63,47,2
75,138,257,75,31,53,62,47,2
74,136,247,70,31,52,62,48,2
62,135,267,74,29,50,56,39,2
68,135,277,65,30,54,57,42,2
66,114,286,69,32,55,35,39,2
77,113,294,72,38,55,57,42,2
85,110,290,77,40,56,61,42,2
94,115,286,80,43,51,63,46,2
92,100,333,84,43,49,62,46,2
90,104,368,91,41,49,62,46,2
88,114,366,87,37,51,46,42,2
84,116,391,84,37,52,62,45,2
77,111,403,84,32,39,59,44,2
77,110,379,76,29,46,60,40,2
89,121,342,75,34,46,61,45,2
89,113,321,80,34,45,62,46,2
84,108,287,79,33,43,56,45,2
88,111,292,79,34,45,56,42,2
90,154,276,91,34,36,55,47,2
82,160,286,91,34,53,59,44,2
71,158,290,86,33,55,56,46,2
76,163,346,84,32,56,41,45,2
68,163,330,90,34,54,60,49,2
60,120,353,81,35,53,60,46,2
65,136,360,73,31,54,61,46,2
73,133,363,73,32,51,61,40,2
73,128,311,76,32,51,62,41,2
74,136,286,65,28,51,46,39,2
75,137,237,61,29,52,53,39,2
71,114,201,61,28,31,49,40,2
65,119,262,73,28,33,49,40,2
59,117,267,73,27,51,51,39,2
55,101,278,70,29,52,64,37,2
62,114,276,71,26,49,57,37,2
65,119,295,70,25,49,55,36,2
65,115,239,56,24,49,54,41,2
67,116,268,52,25,28,53,42,2
75,127,292,61,24,47,74,43,2
77,111,301,62,26,53,78,46,2
78,121,286,63,28,56,81,54,2
75,115,279,61,29,56,83,51,2
73,116,232,60,28,57,85,49,2
80,124,195,67,29,42,58,52,2
75,125,191,67,28,41,63,52,2
68,111,201,73,27,52,61,44,2
71,112,225,74,32,54,61,44,2
71,115,227,73,30,54,57,44,2
57,96,226,62,30,54,67,37,2
58,109,243,65,30,49,56,35,2
62,125,225,54,29,52,59,36,2
66,128,197,53,25,52,58,33,2
73,135,198,57,27,50,59,32,2
73,138,218,57,27,49,50,35,2
65,131,222,55,30,52,58,32,2
61,114,221,58,31,37,56,30,2
59,118,251,67,33,33,56,33,2
59,116,260,67,34,34,55,32,2
57,109,246,70,34,34,47,30,2
58,105,253,69,33,46,54,35,2
61,87,259,67,30,44,54,38,2
64,90,258,62,28,44,52,36,2
64,78,252,59,27,44,53,41,2
69,86,258,54,27,43,52,42,2
76,91,225,50,27,25,43,42,2
76,97,247,51,29,26,55,42,2
73,93,230,45,29,25,55,43,2
71,107,233,46,27,26,57,45,2
69,105,227,44,28,43,59,43,2
61,102,245,43,26,47,66,41,2
58,107,210,48,26,46,55,39,2
58,110,239,57,26,47,57,37,2
52,94,239,59,28,48,55,35,2
47,100,253,61,29,31,56,36,2
61,117,267,66,29,28,46,38,2
76,113,267,64,31,27,50,42,2
78,105,249,53,29,29,52,44,2
79,107,253,52,28,50,54,41,2
82,109,262,54,27,50,62,40,2
73,101,244,52,27,51,59,38,2
58,104,246,50,26,52,55,33,2
58,118,240,59,30,53,56,32,2
57,114,226,63,30,32,56,32,2
56,121,200,60,29,33,54,36,2
62,120,190,60,28,31,56,46,2
63,115,200,60,27,31,59,46,2
55,98,182,52,22,27,55,45,2
60,100,182,45,21,25,52,45,2
59,82,209,57,28,29,57,43,2
51,71,198,54,30,29,52,32,2
51,75,177,54,33,29,52,31,2
62,79,198,63,36,31,55,35,2
63,95,226,65,36,29,55,35,2
69,107,183,58,32,26,51,37,2
82,132,197,59,30,26,53,38,2
82,138,244,64,26,24,52,40,2
77,151,282,59,24,22,50,37,2
77,144,294,56,24,24,50,38,2
80,143,299,57,22,44,66,38,2
67,120,315,60,29,45,69,36,2
70,119,290,59,31,47,71,34,2
74,106,251,56,31,48,71,35,2
72,112,219,57,32,48,71,32,2
71,108,223,56,34,33,65,37,2
75,112,219,55,29,30,62,39,2
75,107,236,53,29,46,59,40,2
72,114,226,58,29,47,58,40,2
74,108,222,59,28,48,59,42,2
67,97,228,59,25,46,54,37,2
77,102,199,54,29,46,53,40,2
74,96,164,49,27,28,51,37,2
84,96,211,49,28,26,53,45,2
81,105,222,50,29,42,53,46,2
79,103,208,52,29,44,52,47,2
72,101,244,57,28,45,54,46,2
71,114,256,66,29,45,55,45,2
58,102,237,67,27,46,52,37,2
59,97,221,68,27,30,64,36,2
59,99,261,66,27,27,52,35,2
58,93,248,61,23,28,52,35,2
63,78,242,54,22,51,55,39,2
68,75,228,47,23,52,55,41,2
67,66,265,54,24,53,46,39,2
64,64,234,58,24,54,53,38,2
60,68,224,59,28,53,50,39,2
78,67,222,61,30,30,46,41,2
74,70,215,63,29,29,49,41,2
77,73,173,53,28,49,50,42,2
79,91,205,52,29,52,57,40,2
78,83,205,60,27,53,58,37,2
58,83,206,64,25,54,60,33,2
57,85,207,67,25,53,58,35,2
48,81,225,70,27,33,54,33,2
44,58,238,72,28,30,43,35,2
46,61,292,78,27,30,49,39,2
48,57,294,78,28,30,48,40,2
57,93,312,79,28,30,48,38,2
58,95,309,81,29,32,47,38,2
60,107,272,87,29,46,45,38,2
70,119,235,81,30,47,39,37,2
67,122,232,78,32,49,57,37,2
61,94,274,84,36,49,57,36,2
78,110,311,84,35,48,58,39,2
78,101,310,74,34,32,56,37,2
70,94,310,71,35,30,55,34,2
69,93,314,68,32,43,35,35,2
80,113,273,71,32,50,51,42,2
74,109,220,69,29,51,51,41,2
80,114,217,73,29,52,51,44,2
80,133,207,76,27,53,51,46,2
81,144,209,80,30,41,52,45,2
74,144,204,70,28,31,44,40,2
71,137,222,74,30,30,57,40,2
67,136,234,74,30,28,58,41,2
69,121,222,70,30,26,59,41,2
73,108,260,72,29,50,62,44,2
68,88,267,67,27,52,56,43,2
66,87,285,63,27,52,41,43,2
72,98,284,62,26,53,38,42,2
68,89,278,65,26,54,38,39,2
70,102,252,58,27,31,48,35,2
70,103,232,56,28,27,47,36,2
64,100,186,60,30,44,53,35,2
60,83,179,54,29,43,54,35,2
67,85,244,65,33,44,53,36,2
66,77,240,64,32,45,52,40,2
70,83,245,66,32,45,54,41,2
72,86,248,66,32,29,50,41,2
69,86,276,67,33,30,52,40,2
68,88,216,60,28,29,51,41,2
62,113,197,58,26,24,36,35,2
57,114,202,59,28,24,31,35,2
56,114,197,61,28,22,30,32,2
54,115,149,61,28,20,35,35,2
60,109,164,58,28,24,54,43,2
59,73,182,60,29,23,58,45,2
64,68,186,67,34,27,63,48,2
64,61,201,61,32,28,62,52,2
65,77,203,59,33,27,60,50,2
54,77,254,56,34,25,42,42,2
65,82,253,58,33,27,61,46,2
72,87,242,55,26,23,57,43,2
81,101,234,61,30,23,60,46,2
84,107,232,62,30,33,59,46,2
84,104,154,64,31,47,65,48,2
75,104,150,65,32,49,44,43,2
64,95,185,61,32,50,44,44,2
51,82,220,56,29,51,41,37,2
66,63,218,55,27,47,50,39,2
73,72,260,58,23,31,47,40,2
78,72,261,58,23,28,48,40,2
89,91,249,58,23,49,50,40,2
92,143,251,58,25,49,51,40,2
79,146,293,57,28,48,45,40,2
81,159,290,54,29,48,41,38,2
83,172,289,52,28,49,40,39,2
72,183,293,53,32,57,44,34,2
68,149,282,56,31,56,39,35,2
75,156,251,66,28,57,36,33,2
83,167,222,74,29,56,36,33,2
81,161,242,83,31,56,34,33,2
87,145,246,87,27,38,25,38,2
89,146,250,87,28,41,26,39,2
85,145,247,81,31,40,26,40,2
79,131,292,77,32,42,27,41,2
80,134,302,77,32,43,28,43,2
73,131,292,73,33,32,25,38,2
72,133,290,74,34,34,26,40,2
74,130,295,78,32,47,32,40,2
67,118,248,76,34,50,34,42,2
62,112,225,74,33,50,33,39,2
69,116,233,75,33,51,34,48,2
82,120,235,74,33,48,36,50,2
79,107,256,70,31,55,34,48,2
77,119,303,71,29,52,32,43,2
74,117,310,64,31,52,33,43,2
68,113,296,63,29,51,34,37,2
54,103,302,61,30,52,35,36,2
69,127,278,67,32,30,34,39,2
73,115,240,69,32,50,38,42,2
76,111,212,72,32,50,38,46,2
84,126,219,71,32,51,36,44,2
84,122,220,78,30,49,34,43,2
77,112,244,72,31,53,37,45,2
83,120,227,65,29,36,33,47,2
81,138,228,59,28,40,34,44,2
73,125,251,60,28,51,36,46,2
82,131,221,50,31,53,39,46,2
79,125,221,56,31,49,35,44,2
76,142,341,68,34,50,37,42,2
82,126,352,69,34,46,37,44,2
80,126,373,69,36,32,34,43,2
70,128,377,69,35,29,32,40,2
79,134,375,65,34,46,37,42,2
75,114,289,53,32,46,34,39,2
71,123,288,63,32,45,33,38,2
71,126,259,59,29,45,32,38,2
74,124,250,57,27,46,32,38,2
64,117,239,61,27,28,25,34,2
59,108,233,70,30,51,30,33,2
61,91,218,63,34,55,37,37,2
61,101,191,68,33,56,37,35,2
65,102,188,68,34,57,39,40,2
77,109,198,69,34,56,41,45,2
74,107,200,59,30,36,37,45,2
70,110,208,60,25,29,33,40,2
77,106,218,64,26,26,34,41,2
75,99,228,64,26,26,32,38,2
62,91,213,62,24,44,33,30,2
69,91,208,60,24,45,35,34,2
74,94,210,60,25,46,31,36,2
66,90,208,52,25,47,31,36,2
60,93,253,48,24,46,30,35,2
62,96,249,58,26,30,27,35,2
57,98,236,63,30,28,27,33,2
53,97,227,62,30,26,29,33,2
59,104,232,64,32,34,26,30,2
58,115,231,74,31,45,32,30,2
62,135,234,66,30,46,29,33,2
63,135,240,69,28,46,30,32,2
63,135,240,65,27,47,30,32,2
56,127,259,60,27,42,33,31,2
60,118,209,51,28,29,29,33,2
70,104,207,52,28,27,30,34,2
69,105,230,55,27,51,32,36,2
68,105,231,59,28,52,29,36,2
68,102,208,62,28,52,28,36,2
72,102,252,64,27,52,27,38,2
64,88,244,73,28,52,30,38,2
67,99,242,66,28,28,27,36,2
72,119,244,64,25,25,28,36,2
78,122,261,72,25,24,27,36,2
73,134,218,68,26,25,27,35,2
71,132,219,54,23,23,27,32,2
67,121,198,68,26,25,30,34,2
63,107,189,70,31,38,34,32,2
63,110,147,61,30,50,40,31,2
70,93,149,67,30,52,40,34,2
70,96,164,75,30,53,38,37,2
72,100,171,66,30,52,35,40,2
76,105,189,71,28,44,35,44,2
93,116,193,70,27,30,33,48,2
87,124,205,71,28,48,36,44,2
89,128,191,63,29,49,36,47,2
93,133,195,67,29,50,38,43,2
96,140,182,59,31,49,35,44,2
83,142,229,68,35,51,34,44,2
82,139,307,72,36,31,30,47,2
84,133,313,73,36,29,31,46,2
79,131,317,66,33,28,31,47,2
67,111,330,69,32,28,30,42,2
65,96,308,60,31,28,30,39,2
73,88,242,65,28,28,30,38,2
71,105,247,69,29,45,34,36,2
72,106,254,70,30,45,32,33,2
75,119,253,67,29,47,32,35,2
76,123,238,67,27,46,30,34,2
75,133,217,49,27,47,31,33,2
70,131,216,51,25,31,24,31,2
72,128,186,50,24,48,33,40,2
71,123,165,52,26,49,33,39,2
72,131,196,51,25,50,37,39,2
66,131,219,60,28,50,35,39,2
64,122,286,67,29,50,36,41,2
61,123,302,65,30,33,30,34,2
69,131,314,64,29,31,31,36,2
66,120,303,63,27,46,35,36,2
65,113,295,55,24,54,57,37,2
68,118,235,41,24,54,57,34,2
71,124,228,49,26,55,57,34,2
66,115,217,64,30,54,57,32,2
63,117,257,67,32,41,52,31,2
60,111,247,67,32,31,27,30,2
62,107,241,71,32,30,28,31,2
58,99,222,68,31,27,27,30,2
58,92,215,53,29,30,30,32,2
58,81,196,50,26,43,31,35,2
66,80,217,56,27,44,32,37,2
61,89,208,54,26,46,37,38,2
62,108,223,53,26,46,38,36,2
62,109,241,61,29,45,40,37,2
64,112,212,66,32,31,38,37,2
76,121,204,68,33,29,40,37,2
73,108,200,70,33,45,35,35,2
71,84,184,74,31,47,36,36,2
76,125,199,77,28,46,36,35,2
88,138,219,72,24,47,36,37,2
79,139,203,65,23,47,32,38,2
80,143,223,61,25,31,32,38,2
81,153,278,63,25,26,30,41,2
75,140,279,61,28,26,29,41,2
60,130,275,63,31,49,41,41,2
58,125,281,65,30,52,43,38,2
60,126,282,63,28,52,42,39,2
57,115,280,58,30,54,43,37,2
69,127,266,50,26,54,45,39,2
73,126,277,56,27,35,35,38,2
70,125,280,62,28,54,40,38,2
70,117,273,65,30,56,41,37,2
75,114,265,70,28,55,39,37,2
65,74,263,72,27,55,37,33,2
58,69,236,68,28,54,35,32,2
64,85,249,75,30,32,30,32,2
63,88,235,79,31,33,30,34,2
60,88,188,80,35,46,37,36,2
61,84,186,81,36,48,36,38,2
73,90,241,94,35,47,36,38,2
70,99,249,87,32,46,35,40,2
71,99,257,82,31,44,37,46,2
76,108,263,77,27,26,29,47,2
74,114,247,75,27,25,29,46,2
67,108,205,56,26,25,28,45,2
73,111,191,52,27,25,31,44,2
74,115,181,47,24,41,40,33,2
70,104,181,50,26,46,42,28,2
73,103,204,56,29,46,42,31,2
68,97,190,53,26,47,43,31,2
63,75,161,54,27,47,42,31,2
64,84,180,54,27,33,32,33,2
70,94,184,52,27,25,30,36,2
66,97,165,45,24,22,29,37,2
69,105,189,52,28,22,29,39,2
67,100,213,66,31,22,30,38,2
72,98,207,70,32,43,30,38,2
67,98,247,74,30,45,29,35,2
66,96,266,72,29,46,32,31,2
67,90,254,70,28,46,32,31,2
65,94,240,60,24,46,32,29,2
59,86,233,60,25,26,30,29,2
35,64,187,101,34,64,147,36,3
41,58,179,98,36,68,140,36,3
41,59,182,98,38,70,144,39,3
39,58,193,100,38,72,171,36,3
41,56,206,100,36,59,134,34,3
43,53,186,81,36,58,143,36,3
41,60,212,84,34,57,142,33,3
43,63,219,85,32,64,165,30,3
43,68,193,78,32,56,161,30,3
48,76,186,77,31,56,170,33,3
47,77,201,92,32,55,162,33,3
45,75,182,89,33,64,159,34,3
44,73,180,90,33,54,177,38,3
49,66,183,91,31,52,156,39,3
43,66,191,92,35,53,148,39,3
41,64,202,92,37,63,149,36,3
41,66,216,98,38,53,184,38,3
47,68,224,104,41,55,147,39,3
45,70,220,103,43,53,151,40,3
46,63,209,103,42,66,148,38,3
50,62,185,93,39,62,184,42,3
51,74,203,102,38,64,154,39,3
56,75,211,102,35,61,150,37,3
52,73,214,102,33,66,159,40,3
52,77,215,100,32,61,191,39,3
48,76,207,95,31,56,152,37,3
54,73,166,96,36,51,152,42,3
42,65,151,88,37,54,163,39,3
42,75,170,89,35,63,176,35,3
47,74,190,92,38,58,138,38,3
49,76,201,91,38,59,137,39,3
42,64,198,63,31,59,133,35,3
46,65,206,61,30,67,133,39,3
47,60,205,62,32,57,96,41,3
43,69,213,54,30,53,92,40,3
44,78,248,77,33,62,154,40,3
42,81,288,90,36,83,174,38,3
37,81,306,108,36,78,171,33,3
42,79,294,108,35,75,172,34,3
43,76,302,117,39,77,199,30,3
41,65,278,110,38,81,165,32,3
41,60,245,106,35,60,147,28,3
